"_id",action,actions,address,adminArea,countryCode,countryName,createdAt,desc.floor,desc.metaDesc,desc.metaPhoto,desc.metaTitle,email,featureName,followers,gcmTokens.0,keywords.0,latitude,level,locality,longitude,name,owner,parent,password,phone,photos.0,point,read,roles,subLinks.0.id,subLinks.0.name,subLinks.0.owner,subLinks.0.type,subLinks.1.id,subLinks.1.name,subLinks.1.owner,subLinks.1.type,thoroughfare,type,updatedAt
56ba0759c7d621dd306f13b2,,[  ],충청북도 단양군 단성면 충혼로 16,충청북도,KR,대한민국,2016-02-09T15:35:53.429Z,,,,,,16,[  ],,,36.9367912067841,14.0,단양군,128.32361075532,단성면 정보센터,,,,,,0,false,[  ],,,,,,,,,단성면,INFO_CENTER,2016-02-09T15:35:53.429Z
56ba0759c7d621dd306f13b3,,[  ],충청북도 단양군 단양읍 중앙1로 35,충청북도,KR,대한민국,2016-02-09T15:35:53.429Z,,,,,,35,[  ],,,36.9868232972924,14.0,단양군,128.368092083284,단양읍 정보센터,,,,,,0,false,[  ],,,,,,,,,단양읍,INFO_CENTER,2016-02-09T15:35:53.429Z
56ba0759c7d621dd306f13b4,,[  ],충청북도 단양군 대강면 대강로 74,충청북도,KR,대한민국,2016-02-09T15:35:53.430Z,,,,,,74,[  ],,,36.9224763953161,14.0,단양군,128.352343551133,대강면 정보센터,,,,,,0,false,[  ],,,,,,,,,대강면,INFO_CENTER,2016-02-09T15:35:53.430Z
56ba0759c7d621dd306f13bb,,[  ],충청북도 보은군 보은읍 삼산로 50,충청북도,KR,대한민국,2016-02-09T15:35:53.435Z,,,,,,50,[  ],,,36.4835854154131,14.0,보은군,127.716967963224,보은읍 정보센터,,,,,,0,false,[  ],,,,,,,,,보은읍,INFO_CENTER,2016-02-09T15:35:53.435Z
56ba0759c7d621dd306f13bc,,[  ],충청북도 보은군 산외면 구티길 65,충청북도,KR,대한민국,2016-02-09T15:35:53.436Z,,,,,,65,[  ],,,36.5520193344866,14.0,보은군,127.732691201801,산외면 정보센터,,,,,,0,false,[  ],,,,,,,,,산외면,INFO_CENTER,2016-02-09T15:35:53.436Z
56ba0759c7d621dd306f13c0,,[  ],충청북도 보은군 장안면 장안로 37,충청북도,KR,대한민국,2016-02-09T15:35:53.439Z,,,,,,37,[  ],,,36.4697415541389,14.0,보은군,127.788759743121,장안면 정보센터,,,,,,0,false,[  ],,,,,,,,,장안면,INFO_CENTER,2016-02-09T15:35:53.439Z
56ba0759c7d621dd306f13c1,,[  ],충청북도 보은군 탄부면 하장2길 15,충청북도,KR,대한민국,2016-02-09T15:35:53.440Z,,,,,,15,[  ],,,36.4301327787433,14.0,보은군,127.796097962249,탄부면 정보센터,,,,,,0,false,[  ],,,,,,,,,탄부면,INFO_CENTER,2016-02-09T15:35:53.440Z
56ba0759c7d621dd306f13c3,,[  ],충청북도 보은군 회인면 회인로 81,충청북도,KR,대한민국,2016-02-09T15:35:53.441Z,,,,,,81,[  ],,,36.4948528923415,14.0,보은군,127.596547842197,회인면 정보센터,,,,,,0,false,[  ],,,,,,,,,회인면,INFO_CENTER,2016-02-09T15:35:53.441Z
56ba0759c7d621dd306f13c7,,[  ],충청북도 영동군 양강면 괴목로 17,충청북도,KR,대한민국,2016-02-09T15:35:53.444Z,,,,,,17,[  ],,,36.1524586234265,14.0,영동군,127.750962760697,양강면 정보센터,,,,,,0,false,[  ],,,,,,,,,양강면,INFO_CENTER,2016-02-09T15:35:53.444Z
56ba0759c7d621dd306f13cd,,[  ],충청북도 영동군 학산면 서산로 76,충청북도,KR,대한민국,2016-02-09T15:35:53.448Z,,,,,,76,[  ],,,36.0994067668134,14.0,영동군,127.684873683202,학산면 정보센터,,,,,,0,false,[  ],,,,,,,,,학산면,INFO_CENTER,2016-02-09T15:35:53.448Z
56ba0759c7d621dd306f13ce,,[  ],충청북도 영동군 황간면 남성2길 11,충청북도,KR,대한민국,2016-02-09T15:35:53.449Z,,,,,,11,[  ],,,36.2284312178939,14.0,영동군,127.910441268878,황간면 정보센터,,,,,,0,false,[  ],,,,,,,,,황간면,INFO_CENTER,2016-02-09T15:35:53.449Z
56ba0759c7d621dd306f13cf,,[  ],충청북도 옥천군 군북면 이백길 8,충청북도,KR,대한민국,2016-02-09T15:35:53.450Z,,,,,,8,[  ],,,36.3298887789356,14.0,옥천군,127.534482307286,군북면 정보센터,,,,,,0,false,[  ],,,,,,,,,군북면,INFO_CENTER,2016-02-09T15:35:53.450Z
56ba0759c7d621dd306f13d1,,[  ],충청북도 옥천군 동이면 평산4길 2,충청북도,KR,대한민국,2016-02-09T15:35:53.451Z,,,,,,2,[  ],,,36.2835614250617,14.0,옥천군,127.620278196373,동이면 정보센터,,,,,,0,false,[  ],,,,,,,,,동이면,INFO_CENTER,2016-02-09T15:35:53.451Z
56ba0759c7d621dd306f13d2,,[  ],충청북도 옥천군 안남면 연주길 46,충청북도,KR,대한민국,2016-02-09T15:35:53.452Z,,,,,,46,[  ],,,36.3561930763997,14.0,옥천군,127.672726681001,안남면 정보센터,,,,,,0,false,[  ],,,,,,,,,안남면,INFO_CENTER,2016-02-09T15:35:53.452Z
56ba0759c7d621dd306f13d3,,[  ],충청북도 옥천군 안내면 현리길 66,충청북도,KR,대한민국,2016-02-09T15:35:53.453Z,,,,,,66,[  ],,,36.3944919118401,14.0,옥천군,127.662480776345,안내면 정보센터,,,,,,0,false,[  ],,,,,,,,,안내면,INFO_CENTER,2016-02-09T15:35:53.453Z
56ba0759c7d621dd306f13d4,,[  ],충청북도 옥천군 옥천읍 동부로 15,충청북도,KR,대한민국,2016-02-09T15:35:53.453Z,,,,,,15,[  ],,,36.3065712436327,14.0,옥천군,127.574623889747,옥천읍 정보센터,,,,,,0,false,[  ],,,,,,,,,옥천읍,INFO_CENTER,2016-02-09T15:35:53.453Z
56ba0759c7d621dd306f13d5,,[  ],충청북도 옥천군 이원면 신흥1길 14,충청북도,KR,대한민국,2016-02-09T15:35:53.454Z,,,,,,14,[  ],,,36.2462386585561,14.0,옥천군,127.619502504305,이원면 정보센터,,,,,,0,false,[  ],,,,,,,,,이원면,INFO_CENTER,2016-02-09T15:35:53.454Z
56ba0759c7d621dd306f13d6,,[  ],충청북도 옥천군 청산면 지전1길 29,충청북도,KR,대한민국,2016-02-09T15:35:53.455Z,,,,,,29,[  ],,,36.3463824682908,14.0,옥천군,127.791924947079,청산면 정보센터,,,,,,0,false,[  ],,,,,,,,,청산면,INFO_CENTER,2016-02-09T15:35:53.455Z
56ba0759c7d621dd306f13d7,,[  ],충청북도 옥천군 청성면 산계길 53,충청북도,KR,대한민국,2016-02-09T15:35:53.456Z,,,,,,53,[  ],,,36.3276176654439,14.0,옥천군,127.759576157452,청성면 정보센터,,,,,,0,false,[  ],,,,,,,,,청성면,INFO_CENTER,2016-02-09T15:35:53.456Z
56ba0759c7d621dd306f13db,,[  ],충청북도 음성군 맹동면 대동로 33,충청북도,KR,대한민국,2016-02-09T15:35:53.458Z,,,,,,33,[  ],,,36.9301664864554,14.0,음성군,127.56239849905,맹동면 정보센터,,,,,,0,false,[  ],,,,,,,,,맹동면,INFO_CENTER,2016-02-09T15:35:53.458Z
56ba0759c7d621dd306f13df,,[  ],충청북도 음성군 원남면 원중로 19,충청북도,KR,대한민국,2016-02-09T15:35:53.461Z,,,,,,19,[  ],,,36.8750677021728,14.0,음성군,127.64855920623,원남면 정보센터,,,,,,0,false,[  ],,,,,,,,,원남면,INFO_CENTER,2016-02-09T15:35:53.461Z
56ba0759c7d621dd306f13e0,,[  ],충청북도 음성군 음성읍 수정로 37,충청북도,KR,대한민국,2016-02-09T15:35:53.462Z,,,,,,37,[  ],,,36.9351203521704,14.0,음성군,127.690572299636,음성읍 정보센터,,,,,,0,false,[  ],,,,,,,,,음성읍,INFO_CENTER,2016-02-09T15:35:53.462Z
56ba0759c7d621dd306f13e2,,[  ],충청북도 제천시 청풍호로 1045,충청북도,KR,대한민국,2016-02-09T15:35:53.463Z,,,,,,,[  ],,,37.0618247153166,14.0,제천시,128.168411661047,금성면 정보센터,,,,,,0,false,[  ],,,,,,,,,금성면,INFO_CENTER,2016-02-09T15:35:53.463Z
56ba0759c7d621dd306f13e4,,[  ],충청북도 제천시 덕산면 약초로 59,충청북도,KR,대한민국,2016-02-09T15:35:53.465Z,,,,,,59,[  ],,,36.9120368824525,14.0,제천시,128.164399212552,덕산면 정보센터,,,,,,0,false,[  ],,,,,,,,,덕산면,INFO_CENTER,2016-02-09T15:35:53.465Z
56ba0759c7d621dd306f13e6,,[  ],충청북도 제천시 주포로 83,충청북도,KR,대한민국,2016-02-09T15:35:53.467Z,,,,,,,[  ],,,37.1328484547916,14.0,제천시,128.121563123179,봉양읍 정보센터,,,,,,0,false,[  ],,,,,,,,,봉양읍,INFO_CENTER,2016-02-09T15:35:53.467Z
56ba0759c7d621dd306f13f3,,[  ],충청북도 증평군 증평읍 광장로 88,충청북도,KR,대한민국,2016-02-09T15:35:53.477Z,,,,,,88,[  ],,,36.7853772255106,14.0,증평군,127.581521773806,증평읍 정보센터,,,,,,0,false,[  ],,,,,,,,,증평읍,INFO_CENTER,2016-02-09T15:35:53.477Z
56ba0759c7d621dd306f13f6,,[  ],충청북도 진천군 문백면 옥성1길 21,충청북도,KR,대한민국,2016-02-09T15:35:53.479Z,,,,,,21,[  ],,,36.784434339803,14.0,진천군,127.437244883692,문백면 정보센터,,,,,,0,false,[  ],,,,,,,,,문백면,INFO_CENTER,2016-02-09T15:35:53.479Z
57030818206bdae42c31564c,,[  ],"서울특별시 동작구 노량진2동,서울특별시 동작구 노량진동  47-2,서울특별시 동작구 장승배기로 161 동작구청",서울특별시,KR,대한민국,2016-04-05T00:34:32.767Z,,,,,,47-2,[  ],,,37.512177,12,동작구,126.939461,아파트,56ba07dec7d621dd306f1441,56ba074fc7d621dd306f0636,,,,0,false,[  ],,,,,,,,,노량진2동,COMMUNITY,2016-04-05T00:34:32.767Z
57030818206bdae42c31564e,,[  ],서울특별시 동작구 여의대방로24길 106,서울특별시,KR,대한민국,2016-04-05T00:34:32.767Z,,,,,,,[  ],,,37.4989376659046,14,동작구,126.925864023486,아파트,56ba07dec7d621dd306f1441,56ba0758c7d621dd306f0ed2,,,,0,false,[  ],,,,,,,,,신대방2동,COMMUNITY,2016-04-05T00:34:32.767Z
57030c1e206bdae42c31564f,,[  ],"서울특별시 동작구 신대방2동,서울특별시 동작구 신대방동  395-69,서울특별시 동작구 보라매로5가길 16 보라매아카데미타워",서울특별시,KR,대한민국,2016-04-05T00:51:42.699Z,,,,,,395-69,[  ],,,37.491312378807756,18,동작구,126.92412178963423,이강훈,56c4b32cb48c49972b454d0f,56ba0985c7d621dd306f1445,,,,0,false,[  ],,,,,,,,,신대방2동,MEMBER,2016-04-05T00:51:42.699Z
57030c2a206bdae42c315652,,[  ],"서울특별시 동작구 신대방2동,서울특별시 동작구 신대방동  395-69,서울특별시 동작구 보라매로5가길 16 보라매아카데미타워",서울특별시,KR,대한민국,2016-04-05T00:51:54.156Z,,,,,,395-69,[  ],,,37.491312378807756,18,동작구,126.92412178963423,뭐하는곳이징 ㅋ,56c4b32cb48c49972b454d0f,56ba0985c7d621dd306f1445,,,,20,false,[  ],57030c54206bdae42c315657,그냥 커피숍 사진 찍어봄.,56ba07dec7d621dd306f1441,POST,5705f6fe3b90a1a17dbd5563,테스트,56ba07dec7d621dd306f1441,ADVERTISE,신대방2동,POST,2016-04-07T05:58:22.901Z
570fa2e7b59bb9600fceff9d,,[  ],전라남도 무안군 삼향읍 오룡길 1,전라남도,KR,대한민국,2016-04-14T14:02:15.624Z,,,,,,,[  ],,,34.8162291035686,8,,126.464225737659,민박,56ba07dec7d621dd306f1441,56ba074dc7d621dd306f058f,,,,0,false,[  ],,,,,,,,,,COMMUNITY,2016-04-14T14:02:15.624Z
57101e2a3c8a1347107a304a,,[  ],경기도 수원시 팔달구 효원로 1,경기도,KR,대한민국,2016-04-14T22:48:10.653Z,,,,,,,[  ],,,37.2746669752549,8,,127.009619973181,커피샵,56c4b32cb48c49972b454d0f,56ba074dc7d621dd306f0584,,,,0,false,[  ],,,,,,,,,,COMMUNITY,2016-04-14T22:48:10.653Z
571229a7fd7b3c337d439924,,[  ],"서울특별시 동작구 신대방2동,서울특별시 동작구 신대방동  395-67,서울특별시 동작구 보라매로5길 51 롯데타워",서울특별시,KR,대한민국,2016-04-16T12:01:43.705Z,,,,,,395-67,[  ],,,37.49074601288497,18,동작구,126.92313104867937,아파트,56ba07dec7d621dd306f1441,57122989fd7b3c337d439923,,,,0,false,[  ],,,,,,,,,신대방2동,KEYWORD,2016-04-16T12:01:43.705Z
56ba0759c7d621dd306f121b,,[  ],전라북도 부안군 위도면 진리안길 5,전라북도,KR,대한민국,2016-02-09T15:35:53.115Z,,,,,,5,[  ],,,35.6021929531236,14.0,부안군,126.292930043738,위도면 정보센터,,,,,,0,false,[  ],,,,,,,,,위도면,INFO_CENTER,2016-02-09T15:35:53.115Z
56ba0759c7d621dd306f121c,,[  ],전라북도 주산면 주산로 8,전라북도,KR,대한민국,2016-02-09T15:35:53.116Z,,,,,,,[  ],,,35.6717448540373,14.0,주산면,126.711248502009,주산면 정보센터,,,,,,0,false,[  ],,,,,,,,,주산면,INFO_CENTER,2016-02-09T15:35:53.116Z
56ba0759c7d621dd306f121d,,[  ],전라북도 부안군 줄포면 줄포4길 8,전라북도,KR,대한민국,2016-02-09T15:35:53.116Z,,,,,,8,[  ],,,35.5903275159786,14.0,부안군,126.677591420563,줄포면 정보센터,,,,,,0,false,[  ],,,,,,,,,줄포면,INFO_CENTER,2016-02-09T15:35:53.116Z
56ba0759c7d621dd306f1220,,[  ],전라북도 부안군 행안면 번영로 33,전라북도,KR,대한민국,2016-02-09T15:35:53.119Z,,,,,,33,[  ],,,35.7263669097973,14.0,부안군,126.724036384912,행안면 정보센터,,,,,,0,false,[  ],,,,,,,,,행안면,INFO_CENTER,2016-02-09T15:35:53.119Z
56ba0759c7d621dd306f1223,,[  ],전라북도 순창군 동계면 동계1길 15,전라북도,KR,대한민국,2016-02-09T15:35:53.121Z,,,,,,15,[  ],,,35.4412564124872,14.0,순창군,127.241928316913,동계면 정보센터,,,,,,0,false,[  ],,,,,,,,,동계면,INFO_CENTER,2016-02-09T15:35:53.121Z
56ba0759c7d621dd306f1232,,[  ],전라북도 완주군 삼례읍 삼례역로15,전라북도,KR,대한민국,2016-02-09T15:35:53.132Z,,,,,,,[  ],,,35.9093295797968,14.0,완주군,127.071649826196,삼례읍 정보센터,,,,,,0,false,[  ],,,,,,,,,삼례읍,INFO_CENTER,2016-02-09T15:35:53.132Z
56ba0759c7d621dd306f1237,,[  ],전라북도 완주군 이서면 이서로 55,전라북도,KR,대한민국,2016-02-09T15:35:53.135Z,,,,,,55,[  ],,,35.8205969588037,14.0,완주군,127.02245941171,이서면 정보센터,,,,,,0,false,[  ],,,,,,,,,이서면,INFO_CENTER,2016-02-09T15:35:53.135Z
56ba0759c7d621dd306f1239,,[  ],전라북도 익산시 금마면 고도3길,전라북도,KR,대한민국,2016-02-09T15:35:53.137Z,,,,,,,[  ],,,35.9944445010715,14.0,익산시,127.054647877921,금마면 정보센터,,,,,,0,false,[  ],,,,,,,,,금마면,INFO_CENTER,2016-02-09T15:35:53.137Z
56ba0759c7d621dd306f123d,,[  ],전라북도 익산시 중앙로 105 (마동),전라북도,KR,대한민국,2016-02-09T15:35:53.139Z,,,,,,(마동),[  ],,,35.9379023884076,14.0,익산시,126.958344010732,마동 정보센터,,,,,,0,false,[  ],,,,,,,,,마동,INFO_CENTER,2016-02-09T15:35:53.139Z
56ba0759c7d621dd306f1244,,[  ],전라북도 익산시 인북로 353 (신동),전라북도,KR,대한민국,2016-02-09T15:35:53.144Z,,,,,,(신동),[  ],,,35.9597746468805,14.0,익산시,126.96112159258,신동 정보센터,,,,,,0,false,[  ],,,,,,,,,신동,INFO_CENTER,2016-02-09T15:35:53.144Z
56ba0759c7d621dd306f124a,,[  ],전라북도 익산시 왕궁면 흥암1길 14,전라북도,KR,대한민국,2016-02-09T15:35:53.149Z,,,,,,14,[  ],,,35.9663064415584,14.0,익산시,127.087527957102,왕궁면 정보센터,,,,,,0,false,[  ],,,,,,,,,왕궁면,INFO_CENTER,2016-02-09T15:35:53.149Z
56ba0759c7d621dd306f124d,,[  ],전라북도 익산시 웅포면 강변로 9,전라북도,KR,대한민국,2016-02-09T15:35:53.159Z,,,,,,9,[  ],,,36.0644300861172,14.0,익산시,126.876910181924,웅포면 정보센터,,,,,,0,false,[  ],,,,,,,,,웅포면,INFO_CENTER,2016-02-09T15:35:53.159Z
56ba0759c7d621dd306f1253,,[  ],전라북도 익산시 함라면 함라1길 65,전라북도,KR,대한민국,2016-02-09T15:35:53.163Z,,,,,,65,[  ],,,36.0600942583015,14.0,익산시,126.910388166462,함라면 정보센터,,,,,,0,false,[  ],,,,,,,,,함라면,INFO_CENTER,2016-02-09T15:35:53.163Z
56ba0759c7d621dd306f1256,,[  ],전라북도 임실군 강진면 호국로 47,전라북도,KR,대한민국,2016-02-09T15:35:53.165Z,,,,,,47,[  ],,,35.5303436591745,14.0,임실군,127.16357187612,강진면 정보센터,,,,,,0,false,[  ],,,,,,,,,강진면,INFO_CENTER,2016-02-09T15:35:53.165Z
56ba0759c7d621dd306f1257,,[  ],전라북도 임실군 관촌면 사선1길 13,전라북도,KR,대한민국,2016-02-09T15:35:53.166Z,,,,,,13,[  ],,,35.6738233699621,14.0,임실군,127.270838616978,관촌면 정보센터,,,,,,0,false,[  ],,,,,,,,,관촌면,INFO_CENTER,2016-02-09T15:35:53.166Z
56ba0759c7d621dd306f125b,,[  ],전라북도 임실군 신덕면 수지로 94,전라북도,KR,대한민국,2016-02-09T15:35:53.169Z,,,,,,94,[  ],,,35.6838489724583,14.0,임실군,127.178157336812,신덕면 정보센터,,,,,,0,false,[  ],,,,,,,,,신덕면,INFO_CENTER,2016-02-09T15:35:53.169Z
56ba0759c7d621dd306f125d,,[  ],전라북도 임실군 오수면 삼일로 27,전라북도,KR,대한민국,2016-02-09T15:35:53.170Z,,,,,,27,[  ],,,35.5413360915323,14.0,임실군,127.326676277764,오수면 정보센터,,,,,,0,false,[  ],,,,,,,,,오수면,INFO_CENTER,2016-02-09T15:35:53.170Z
56ba0759c7d621dd306f126c,,[  ],전라북도 전주시 덕진구 여암2길 9,전라북도,KR,대한민국,2016-02-09T15:35:53.181Z,,,,,,9,[  ],,,35.8714169306737,14.0,전주시,127.075672821145,동산동 정보센터,,,,,,0,false,[  ],,,,,,,,,동산동,INFO_CENTER,2016-02-09T15:35:53.181Z
56ba0759c7d621dd306f126e,,[  ],전라북도 전주시 덕진구 두간9길 6,전라북도,KR,대한민국,2016-02-09T15:35:53.182Z,,,,,,6,[  ],,,35.8649033492501,14.0,전주시,127.115583695321,송천2동 정보센터,,,,,,0,false,[  ],,,,,,,,,송천2동,INFO_CENTER,2016-02-09T15:35:53.182Z
56ba0759c7d621dd306f1275,,[  ],전라북도 전주시 덕진구 벚꽃1길 8,전라북도,KR,대한민국,2016-02-09T15:35:53.188Z,,,,,,8,[  ],,,35.8278994965349,14.0,전주시,127.131439842072,진북동 정보센터,,,,,,0,false,[  ],,,,,,,,,진북동,INFO_CENTER,2016-02-09T15:35:53.188Z
56ba0759c7d621dd306f1276,,[  ],전라북도 전주시 덕진구 신복5길 6,전라북도,KR,대한민국,2016-02-09T15:35:53.189Z,,,,,,6,[  ],,,35.8536606776743,14.0,전주시,127.106281426736,팔복동 정보센터,,,,,,0,false,[  ],,,,,,,,,팔복동,INFO_CENTER,2016-02-09T15:35:53.189Z
56ba0759c7d621dd306f1278,,[  ],전라북도 전주시 완산구 인봉1길 54,전라북도,KR,대한민국,2016-02-09T15:35:53.190Z,,,,,,54,[  ],,,35.8244170052341,14.0,전주시,127.158374263939,노송동 정보센터,,,,,,0,false,[  ],,,,,,,,,노송동,INFO_CENTER,2016-02-09T15:35:53.190Z
56ba0759c7d621dd306f127f,,[  ],전라북도 전주시 완산구 강당2길 7,전라북도,KR,대한민국,2016-02-09T15:35:53.195Z,,,,,,7,[  ],,,35.8092288134303,14.0,전주시,127.134852293412,완산동 정보센터,,,,,,0,false,[  ],,,,,,,,,완산동,INFO_CENTER,2016-02-09T15:35:53.195Z
56ba0759c7d621dd306f128a,,[  ],전라북도 정읍시 감곡면 원삼1길 37,전라북도,KR,대한민국,2016-02-09T15:35:53.203Z,,,,,,37,[  ],,,35.7149094559285,14.0,정읍시,126.928475988804,감곡면 정보센터,,,,,,0,false,[  ],,,,,,,,,감곡면,INFO_CENTER,2016-02-09T15:35:53.203Z
56ba0759c7d621dd306f128d,,[  ],전라북도 정읍시 충정로 531-8,전라북도,KR,대한민국,2016-02-09T15:35:53.205Z,,,,,,,[  ],,,35.5833040315385,14.0,정읍시,126.828667885671,농소동 정보센터,,,,,,0,false,[  ],,,,,,,,,농소동,INFO_CENTER,2016-02-09T15:35:53.205Z
56ba0759c7d621dd306f128f,,[  ],전라북도 정읍시 북면 정읍북로 570,전라북도,KR,대한민국,2016-02-09T15:35:53.207Z,,,,,,570,[  ],,,35.6089673619326,14.0,정읍시,126.892458297029,북면 정보센터,,,,,,0,false,[  ],,,,,,,,,북면,INFO_CENTER,2016-02-09T15:35:53.207Z
56ba0759c7d621dd306f1292,,[  ],전라북도 정읍시 구계교암길 277,전라북도,KR,대한민국,2016-02-09T15:35:53.209Z,,,,,,,[  ],,,35.5500224443134,14.0,정읍시,126.837588077845,상교동 정보센터,,,,,,0,false,[  ],,,,,,,,,상교동,INFO_CENTER,2016-02-09T15:35:53.209Z
56ba0759c7d621dd306f1294,,[  ],전라북도 정읍시 수성택지3길 28,전라북도,KR,대한민국,2016-02-09T15:35:53.210Z,,,,,,,[  ],,,35.5789180983409,14.0,정읍시,126.857578159652,수성동 정보센터,,,,,,0,false,[  ],,,,,,,,,수성동,INFO_CENTER,2016-02-09T15:35:53.210Z
56ba0759c7d621dd306f1295,,[  ],전라북도 정읍시 벚꽃로 323,전라북도,KR,대한민국,2016-02-09T15:35:53.211Z,,,,,,,[  ],,,35.5652770684984,14.0,정읍시,126.849501349931,시기동 정보센터,,,,,,0,false,[  ],,,,,,,,,시기동,INFO_CENTER,2016-02-09T15:35:53.211Z
56ba0759c7d621dd306f1297,,[  ],전라북도 정읍시 조곡천1길 5,전라북도,KR,대한민국,2016-02-09T15:35:53.212Z,,,,,,,[  ],,,35.568379492459,14.0,정읍시,126.845352255946,연지동 정보센터,,,,,,0,false,[  ],,,,,,,,,연지동,INFO_CENTER,2016-02-09T15:35:53.212Z
56ba0759c7d621dd306f129c,,[  ],전라북도 정읍시 중앙1길 147,전라북도,KR,대한민국,2016-02-09T15:35:53.216Z,,,,,,,[  ],,,35.5675679921659,14.0,정읍시,126.85675547752,장명동 정보센터,,,,,,0,false,[  ],,,,,,,,,장명동,INFO_CENTER,2016-02-09T15:35:53.216Z
56ba0759c7d621dd306f129e,,[  ],전라북도 정읍시 천변로 226,전라북도,KR,대한민국,2016-02-09T15:35:53.217Z,,,,,,,[  ],,,35.5617584672363,14.0,정읍시,126.85247285257,초산동 정보센터,,,,,,0,false,[  ],,,,,,,,,초산동,INFO_CENTER,2016-02-09T15:35:53.217Z
56ba0759c7d621dd306f12a2,,[  ],전라북도 진안군 마령면 솔안2길 8,전라북도,KR,대한민국,2016-02-09T15:35:53.220Z,,,,,,8,[  ],,,35.7341661710801,14.0,진안군,127.370673836897,마령면 정보센터,,,,,,0,false,[  ],,,,,,,,,마령면,INFO_CENTER,2016-02-09T15:35:53.220Z
56ba0759c7d621dd306f12a5,,[  ],전라북도 진안군 상전면 주평로 41,전라북도,KR,대한민국,2016-02-09T15:35:53.222Z,,,,,,41,[  ],,,35.8231474566997,14.0,진안군,127.48738827265,상전면 정보센터,,,,,,0,false,[  ],,,,,,,,,상전면,INFO_CENTER,2016-02-09T15:35:53.222Z
